tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender
214,2016-09-23 07:50:10 UTC,2016-09-23 07:53:44 UTC,500,Broadway & W 51 St,40.76228826,-73.98336183,520,W 52 St & 5 Ave,40.75992262,-73.97648516,27082,Subscriber,1974,male
222,2016-04-27 13:57:31 UTC,2016-04-27 14:01:14 UTC,500,Broadway & W 51 St,40.76228826,-73.98336183,520,W 52 St & 5 Ave,40.75992262,-73.97648516,24290,Subscriber,1980,male
226,2015-10-09 07:53:03 UTC,2015-10-09 07:56:49 UTC,500,Broadway & W 51 St,40.76228826,-73.98336183,520,W 52 St & 5 Ave,40.75992262,-73.97648516,15886,Subscriber,1986,male
447,2016-08-05 09:17:19 UTC,2016-08-05 09:24:47 UTC,3134,3 Ave & E 62 St,40.76312584,-73.96526895,520,W 52 St & 5 Ave,40.75992262,-73.97648516,17489,Subscriber,1989,male
499,2016-07-07 12:36:14 UTC,2016-07-07 12:44:34 UTC,3134,3 Ave & E 62 St,40.76312584,-73.96526895,520,W 52 St & 5 Ave,40.75992262,-73.97648516,19952,Subscriber,1972,male
450,2016-03-03 16:15:23 UTC,2016-03-03 16:22:54 UTC,3134,3 Ave & E 62 St,40.76312584,-73.96526895,520,W 52 St & 5 Ave,40.75992262,-73.97648516,22708,Subscriber,1988,male
431,2016-03-18 11:47:11 UTC,2016-03-18 11:54:23 UTC,3134,3 Ave & E 62 St,40.76312584,-73.96526895,520,W 52 St & 5 Ave,40.75992262,-73.97648516,23355,Subscriber,1962,male
728,2016-01-08 12:27:26 UTC,2016-01-08 12:39:35 UTC,494,W 26 St & 8 Ave,40.74734825,-73.99723551,520,W 52 St & 5 Ave,40.75992262,-73.97648516,18749,Subscriber,1962,male
799,2016-05-10 09:05:47 UTC,2016-05-10 09:19:06 UTC,494,W 26 St & 8 Ave,40.74734825,-73.99723551,520,W 52 St & 5 Ave,40.75992262,-73.97648516,23529,Subscriber,1961,male
830,2015-10-06 08:12:43 UTC,2015-10-06 08:26:34 UTC,494,W 26 St & 8 Ave,40.74734825,-73.99723551,520,W 52 St & 5 Ave,40.75992262,-73.97648516,16319,Subscriber,1965,male
1249,2015-10-05 08:39:58 UTC,2015-10-05 09:00:48 UTC,494,W 26 St & 8 Ave,40.74734825,-73.99723551,520,W 52 St & 5 Ave,40.75992262,-73.97648516,22976,Subscriber,1960,male
1084,2015-08-07 09:25:28 UTC,2015-08-07 09:43:33 UTC,494,W 26 St & 8 Ave,40.74734825,-73.99723551,520,W 52 St & 5 Ave,40.75992262,-73.97648516,22333,Subscriber,1960,male
842,2016-06-13 08:14:38 UTC,2016-06-13 08:28:41 UTC,494,W 26 St & 8 Ave,40.74734825,-73.99723551,520,W 52 St & 5 Ave,40.75992262,-73.97648516,23537,Subscriber,1965,male
1335,2016-03-12 15:08:25 UTC,2016-03-12 15:30:40 UTC,494,W 26 St & 8 Ave,40.74734825,-73.99723551,520,W 52 St & 5 Ave,40.75992262,-73.97648516,14567,Customer,2000,unknown
1202,2013-10-12 12:14:37 UTC,2013-10-12 12:34:39 UTC,494,W 26 St & 8 Ave,40.74734825,-73.99723551,520,W 52 St & 5 Ave,40.75992262,-73.97648516,18153,Subscriber,1988,female
